Model,Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score
claude-3-opus,contextual,20S mitochondrial small ribosomal subunit,Human,Mouse;  Drosophila melanogaster;  C. elegans;  Saccharomyces cerevisiae,The 20S mitochondrial small ribosomal subunit;  together with the 39S large subunit;  forms the 55S mitochondrial ribosome. It is responsible for the synthesis of mitochondrial proteins essential for oxidative phosphorylation and ATP production.,28S ribosomal protein S2;  mitochondrial (MRPS2);  28S ribosomal protein S5;  mitochondrial (MRPS5);  28S ribosomal protein S6;  mitochondrial (MRPS6);  28S ribosomal protein S7;  mitochondrial (MRPS7);  28S ribosomal protein S9;  mitochondrial (MRPS9);  28S ribosomal protein S10;  mitochondrial (MRPS10);  28S ribosomal protein S11;  mitochondrial (MRPS11);  28S ribosomal protein S12;  mitochondrial (MRPS12);  28S ribosomal protein S14;  mitochondrial (MRPS14);  28S ribosomal protein S15;  mitochondrial (MRPS15);  28S ribosomal protein S16;  mitochondrial (MRPS16);  28S ribosomal protein S17;  mitochondrial (MRPS17);  28S ribosomal protein S18a;  mitochondrial (MRPS18A);  28S ribosomal protein S18b;  mitochondrial (MRPS18B);  28S ribosomal protein S18c;  mitochondrial (MRPS18C);  28S ribosomal protein S21;  mitochondrial (MRPS21);  28S ribosomal protein S22;  mitochondrial (MRPS22);  28S ribosomal protein S23;  mitochondrial (MRPS23);  28S ribosomal protein S24;  mitochondrial (MRPS24);  28S ribosomal protein S25;  mitochondrial (MRPS25);  28S ribosomal protein S26;  mitochondrial (MRPS26);  28S ribosomal protein S27;  mitochondrial (MRPS27);  28S ribosomal protein S28;  mitochondrial (MRPS28);  28S ribosomal protein S31;  mitochondrial (MRPS31);  28S ribosomal protein S33;  mitochondrial (MRPS33);  28S ribosomal protein S34;  mitochondrial (MRPS34);  28S ribosomal protein S35;  mitochondrial (MRPS35);  28S ribosomal protein S36;  mitochondrial (MRPS36),MRPS2;  MRPS5;  MRPS6;  MRPS7;  MRPS9;  MRPS10;  MRPS11;  MRPS12;  MRPS14;  MRPS15;  MRPS16;  MRPS17;  MRPS18A;  MRPS18B;  MRPS18C;  MRPS21;  MRPS22;  MRPS23;  MRPS24;  MRPS25;  MRPS26;  MRPS27;  MRPS28;  MRPS31;  MRPS33;  MRPS34;  MRPS35;  MRPS36,0.955
claude-3-opus,zero-shot,Cardiac troponin complex,Human (Homo sapiens),The cardiac troponin complex is also found in Mouse (Mus musculus).,The cardiac troponin complex plays a crucial role in regulating muscle contraction in the heart. It is responsible for the calcium-dependent regulation of the interaction between actin and myosin filaments;  which enables the cyclical contraction and relaxation of cardiac muscle cells.,Troponin C;  slow skeletal and cardiac muscles (TNNC1); Troponin I;  cardiac muscle (TNNI3); Troponin T;  cardiac muscle (TNNT2),TNNC1; TNNI3; TNNT2,0.8875
claude-3-opus,few-shot,Cardiac troponin complex,Human,N/A,The cardiac troponin complex is a key regulator of cardiac muscle contraction and relaxation. It is responsible for the calcium-mediated interaction between actin and myosin filaments;  which leads to muscle contraction.,Troponin C;  cardiac muscle;  Troponin I;  Troponin T,TNNC1;  TNNI3;  TNNT2,0.985
claude-3-opus,contextual,Cardiac troponin complex,Human,N/A,The cardiac troponin complex plays a crucial role in regulating muscle contraction in the heart. It is responsible for the calcium-dependent regulation of the interaction between actin and myosin filaments;  which controls the contraction and relaxation of cardiac muscle fibers.,Troponin C;  slow skeletal and cardiac muscles (TnC); Troponin I;  cardiac muscle (TnI); Troponin T;  cardiac muscle (TnT),TNNC1; TNNI3; TNNT2,0.97
gpt-4-1,zero-shot,ATP4A-ATP4B Complex,Human,Mouse,Gastric H+; K+-ATPase responsible for the active transport of protons (H+) in exchange for potassium ions (K+) across the apical membrane of parietal cells in the human stomach. This electrochemical process is essential for gastric acid secretion and thus for digestion.,ATP4A (catalytic α subunit);  ATP4B (glycosylated β subunit),ATP4A;  ATP4B,1.00
gpt-4-1,few-shot,ATP4A-ATP4B complex,Human,Mouse,This is a heterodimeric complex forming the gastric H+/K+ ATPase;  the primary proton pump in parietal cells of the human stomach;  responsible for acid secretion by exchanging intracellular H+ for extracellular K+.,Potassium-transporting ATPase alpha chain 1;  Potassium-transporting ATPase subunit beta,ATP4A;  ATP4B,1.00
gpt-4-1,contextual,ATP4A-ATP4B complex,Human,Mouse,Catalytic core of the gastric H+/K+ ATPase responsible for the exchange of intracellular H+ for extracellular K+;  thereby facilitating gastric acid secretion in the stomach.,Potassium-transporting ATPase alpha chain 1;  Potassium-transporting ATPase subunit beta,ATP4A;  ATP4B,0.994
gpt-4-1,zero-shot,Cytochrome bc1 Complex (Complex III),Homo sapiens (Human),Also found in Mouse;  C. elegans;  Drosophila melanogaster;  Saccharomyces cerevisiae.,Functions as a central component of the mitochondrial electron transport chain;  specifically mediating electron transfer from ubiquinol (coenzyme QH2) to cytochrome c and contributing to the generation of a proton gradient across the inner mitochondrial membrane necessary for ATP synthesis.,Cytochrome b; Cytochrome c1; Rieske iron-sulfur protein (UQCRFS1); UQCRC1 (core protein 1); UQCRC2 (core protein 2); UQCRB (cytochrome b subunit); UQCRQ (7.2 kDa subunit); UQCR10 (complex III subunit X); UQCR11 (complex III subunit XI); UQCRH (hinge protein); CYC1 (cytochrome c1 subunit),MT-CYB (Mitochondrially encoded cytochrome b); CYC1 (Cytochrome c1); UQCRFS1 (Ubiquinol-cytochrome c reductase;  Rieske iron-sulfur polypeptide 1); UQCRC1 (Ubiquinol-cytochrome c reductase core protein 1); UQCRC2 (Ubiquinol-cytochrome c reductase core protein 2); UQCRB (Ubiquinol-cytochrome c reductase binding protein); UQCRQ (Ubiquinol-cytochrome c reductase;  complex III subunit VII); UQCR10 (Ubiquinol-cytochrome c reductase;  complex III subunit X); UQCR11 (Ubiquinol-cytochrome c reductase;  complex III subunit XI); UQCRH (Ubiquinol-cytochrome c reductase;  hinge protein),1.00
gpt-4-1,few-shot,Cytochrome bc1 Complex (Complex III),Human,Mouse;  C. elegans;  Drosophila melanogaster;  Saccharomyces cerevisiae,Component of the mitochondrial respiratory chain that catalyzes the transfer of electrons from ubiquinol to cytochrome c;  coupled with proton translocation across the mitochondrial inner membrane;  essential for ATP generation via oxidative phosphorylation.,Ubiquinol-cytochrome c reductase core protein 1;  Ubiquinol-cytochrome c reductase core protein 2;  Cytochrome b;  Cytochrome c1;  Rieske iron-sulfur protein (UQCRFS1);  and additional smaller subunits including UQCRH (hinge protein);  UQCRB;  UQCRQ;  UQCR10;  UQCR11,UQCRC1;  UQCRC2;  MTCYB (mitochondrial cytochrome b);  CYC1;  UQCRFS1;  UQCRH;  UQCRB;  UQCRQ;  UQCR10;  UQCR11,0.97498
gpt-4-1,contextual,Cytochrome bc1 Complex (Complex III),Human,Mouse;  C. elegans;  Drosophila melanogaster;  Saccharomyces cerevisiae,An essential component of the mitochondrial electron transport chain;  catalyzing electron transfer from ubiquinol to cytochrome c and coupling this to proton translocation across the inner mitochondrial membrane;  thereby contributing to the proton motive force necessary for ATP synthesis.,Cytochrome b;  Cytochrome c1;  Rieske iron-sulfur protein (UQCRFS1);  Core protein 1 (UQCRC1);  Core protein 2 (UQCRC2);  UQCRB;  UQCRH;  UQCRQ;  UQCR10,MT-CYB;  CYC1;  UQCRFS1;  UQCRC1;  UQCRC2;  UQCRB;  UQCRH;  UQCRQ;  UQCR10,1.00
gpt-4-1,zero-shot,Synaptonemal Complex,Saccharomyces cerevisiae,Human;  Mouse;  C. elegans;  Drosophila melanogaster (all five organisms listed have synaptonemal complexes;  but protein composition and genes differ between species),The synaptonemal complex (SC) is a meiosis-specific protein structure that mediates the synapsis (alignment) and recombination of homologous chromosomes during prophase I. It ensures accurate chromosome pairing;  recombination;  and segregation in gametogenesis.,Zip1 (central element/transverse filament protein); Zip2; Zip3; Zip4; Red1 (lateral element); Hop1 (lateral element); Mek1 (associated kinase/regulatory); Ecm11 (central element assembly factor); Gmc2 (associated factor;  partner of Ecm11),ZIP1; ZIP2; ZIP3; ZIP4; RED1; HOP1; MEK1; ECM11; GMC2,1.00
gpt-4-1,few-shot,Synaptonemal Complex,Saccharomyces cerevisiae,Human;  Mouse;  C. elegans;  Drosophila melanogaster,Mediates the pairing (synapsis);  synaptic alignment;  and recombination of homologous chromosomes during meiotic prophase I;  essential for crossover formation and proper chromosome segregation.,Zip1;  Zip2;  Zip3;  Zip4;  Ecm11;  Gmc2;  Red1;  Hop1;  Mek1;  Rec8,ZIP1;  ZIP2;  ZIP3;  ZIP4;  ECM11;  GMC2;  RED1;  HOP1;  MEK1;  REC8,0.9748
gpt-4-1,contextual,Synaptonemal Complex,Human,Mouse (Mus musculus);  C. elegans;  Drosophila melanogaster;  Saccharomyces cerevisiae,The synaptonemal complex (SC) is a meiosis-specific nuclear multiprotein structure that mediates the pairing (synapsis);  stabilization;  and recombination of homologous chromosomes during prophase I;  ensuring accurate chromosome segregation and promoting genetic diversity.,SYCP1;  SYCP2;  SYCP3;  SYCE1;  SYCE2;  SYCE3;  TEX12;  SIX6OS1,SYCP1;  SYCP2;  SYCP3;  SYCE1;  SYCE2;  SYCE3;  TEX12;  SIX6OS1,0.964
gpt-4-1,zero-shot,GNA12-GPR55-RGS2 complex,Human (Homo sapiens),Among the listed organisms (Human;  Mouse;  C. elegans;  Drosophila melanogaster;  Saccharomyces cerevisiae);  this exact complex with the specific composition (GNA12-GPR55-RGS2) is only well-characterized in humans. Mouse orthologs of the individual proteins exist;  but there is no clear evidence for the same tripartite complex or analogous function in the other species.,In humans;  the GNA12-GPR55-RGS2 complex is involved in G protein-coupled receptor (GPCR) signaling;  particularly modulating signaling cascades initiated by GPR55;  a putative cannabinoid receptor. GNA12 (G alpha 12) mediates signals from GPR55 to downstream effectors;  influencing cellular processes like cytoskeletal remodeling and cell migration. RGS2 (Regulator of G protein Signaling 2) serves as a GTPase-activating protein;  accelerating the termination of GNA12 signaling;  thereby regulating the intensity and duration of receptor-mediated signaling.,GNA12 (Guanine nucleotide-binding protein subunit alpha-12); GPR55 (G protein-coupled receptor 55); RGS2 (Regulator of G-protein signaling 2),GNA12 → GNA12 gene; GPR55 → GPR55 gene; RGS2 → RGS2 gene,0.8575
gpt-4-1,few-shot,GNA12-GPR55-RGS2 complex,Human,Mouse,This complex is involved in G protein-coupled signaling. GPR55 is an orphan G protein-coupled receptor that can couple to the GNA12 (Gα12) subunit;  facilitating intracellular signaling pathways (notably activation of RhoA);  while RGS2 negatively regulates this signaling through its GTPase-activating activity;  thereby modulating signal duration and intensity.,G protein subunit alpha 12 (GNA12);  G protein-coupled receptor 55 (GPR55);  Regulator of G-protein signaling 2 (RGS2),GNA12;  GPR55;  RGS2,0.935
gpt-4-1,contextual,GNA12-GPR55-RGS2 complex,Human,Mouse,This complex is involved in G protein-coupled signal transduction;  specifically modulating cellular responses to lysophosphatidylinositol (LPI) and cannabinoids. GPR55 is an orphan G protein-coupled receptor that can couple to the G protein alpha subunit GNA12;  leading to downstream signaling including RhoA activation;  RGS2 acts as a regulator;  enhancing the GTPase activity of GNA12;  thereby attenuating the signal. The assembly of this complex is implicated in various cellular processes;  including proliferation;  migration;  and possibly nociception and inflammation.,Guanine nucleotide-binding protein G(alpha)12 (GNA12);  G-protein coupled receptor 55 (GPR55);  Regulator of G-protein signaling 2 (RGS2),GNA12;  GPR55;  RGS2,0.925
gpt-4-1,zero-shot,Melanocortin Receptor 3 Complex,Human (Homo sapiens),Mouse (Mus musculus),The Melanocortin Receptor 3 (MC3R) complex is a G protein-coupled receptor (GPCR) complex that mediates responses to melanocortin peptides (e.g.;  α-MSH;  β-MSH;  γ-MSH) and regulates energy homeostasis;  feeding behavior;  and circadian rhythm;  with particular roles in nutrient partitioning and adiposity.,Melanocortin receptor 3 (MC3R);  typically functions as a monomer but can form functional complexes/homodimers;  functional association with G-protein alpha subunit (GNAS) in signaling.,MC3R (gene encoding melanocortin receptor 3);  GNAS (in context of signaling;  but not a stable complex member),1.00
gpt-4-1,few-shot,Melanocortin receptor 3 complex,Human,Mouse,G-protein-coupled receptor (GPCR) involved in the regulation of energy homeostasis;  feeding behavior;  and metabolism via activation by melanocortin peptides such as α-;  β-;  and γ-MSH.,Melanocortin receptor 3,MC3R,0.955
gpt-4-1,contextual,Melanocortin 3 receptor (MC3R) complex,Human,Mouse,G protein-coupled receptor primarily involved in the regulation of energy homeostasis;  feeding behavior;  and metabolism. Mediates effects of melanocortins (e.g.;  ACTH;  α-MSH) by activating adenylate cyclase and increasing intracellular cAMP.,Melanocortin receptor 3,MC3R,0.985
gpt-4-1,zero-shot,ATP1A1-TSHR complex,Human,None (There is no direct evidence or published experimental data supporting the existence of this specific ATP1A1-TSHR complex in Mouse;  C. elegans;  Drosophila melanogaster;  or Saccharomyces cerevisiae.),The ATP1A1-TSHR complex is a recently proposed protein-protein interaction between the Na+/K+ ATPase α1 subunit (ATP1A1) and the thyroid-stimulating hormone receptor (TSHR) at the plasma membrane. This complex has been implicated in modulating TSH-stimulated cAMP signaling and cellular sodium-potassium ion homeostasis in human thyroid follicular cells. The interaction may be relevant in the regulation of thyroid hormone synthesis and release.,ATP1A1 (Na+/K+ ATPase α1 subunit); TSHR (Thyroid-stimulating hormone receptor),ATP1A1 (gene encoding Na+/K+ ATPase α1 subunit); TSHR (gene encoding thyroid-stimulating hormone receptor),0.88
gpt-4-1,few-shot,ATP1A1-TSHR complex,Human,Mouse (primary evidence limited in non-human models among listed organisms),Putative functional protein-protein association between the sodium/potassium-transporting ATPase subunit alpha-1 (Na⁺/K⁺ ATPase) and the thyroid-stimulating hormone receptor (TSHR);  some reports suggest a mechanistic crosstalk between TSH-induced signaling and Na⁺/K⁺ ATPase activity in thyroid follicular cells;  implicating this interaction in thyroid hormone synthesis regulation and ion homeostasis.,Sodium/potassium-transporting ATPase subunit alpha-1;  Thyroid stimulating hormone receptor,ATP1A1;  TSHR,0.865
gpt-4-1,contextual,ATP1A1-TSHR complex,Human,N/A,The ATP1A1-TSHR complex is formed via the physical interaction between the Na+/K+ ATPase alpha-1 subunit (ATP1A1) and the thyroid-stimulating hormone receptor (TSHR). This interaction modulates TSHR signaling and Na+/K+ ATPase activity in human thyroid cells;  influencing thyroid hormone production and cellular ion homeostasis.,Sodium/potassium-transporting ATPase subunit alpha-1 (ATP1A1);  Thyroid stimulating hormone receptor (TSHR),ATP1A1;  TSHR,0.934
gpt-4-1,zero-shot,ADRA1B-CXCR4 complex,Human (Homo sapiens),No experimental or literature-supported evidence currently exists for the formation of the ADRA1B-CXCR4 complex in Mouse (Mus musculus);  Caenorhabditis elegans;  Drosophila melanogaster;  or Saccharomyces cerevisiae.,The ADRA1B-CXCR4 complex is a heteromeric protein-protein interaction between two G protein-coupled receptors (GPCRs): adrenergic receptor alpha-1B (ADRA1B) and C-X-C chemokine receptor type 4 (CXCR4). In Homo sapiens;  this complex formation modulates intracellular signaling pathways;  specifically enabling CXCR4 to induce transactivation of ADRA1B-dependent Gq/11 signaling cascades;  which are otherwise typically independent of each other. This interaction influences cell migration;  proliferation;  and possibly cancer progression via altered responses to their respective ligands (noradrenaline for ADRA1B;  CXCL12/SDF-1 for CXCR4).,Adrenergic receptor alpha-1B (ADRA1B);  C-X-C chemokine receptor type 4 (CXCR4),ADRA1B;  CXCR4,0.94
